test.wav,5.15145,3.84458,0.10937,3.60962,38.68943,7.71981,15.44234,74.56661,3021.93600,0.00170,0.00127,0.00004,0.00119,0.01280,0.00255,0.00511,0.02468
test_1.wav,0.10603,0.07814,0.00000,0.51563,0.53123,0.06250,0.23438,1.52792,60.00000,0.00177,0.00130,0.00000,0.00859,0.00885,0.00104,0.00391,0.02547
test_10.wav,1.01562,0.75001,0.01563,0.62184,7.61387,0.57815,2.70316,13.29827,600.00000,0.00169,0.00125,0.00003,0.00104,0.01269,0.00096,0.00451,0.02216
test_11.wav,1.11392,0.82831,0.01563,0.68753,8.47434,0.62499,2.42190,14.16661,660.00000,0.00169,0.00126,0.00002,0.00104,0.01284,0.00095,0.00367,0.02146
test_12.wav,1.22826,0.92188,0.01563,0.75022,9.17741,0.70313,4.15686,16.95339,720.00000,0.00171,0.00128,0.00002,0.00104,0.01275,0.00098,0.00577,0.02355
test_13.wav,1.33449,0.98438,0.01563,0.82838,10.05183,0.79686,4.54890,18.56046,780.00000,0.00171,0.00126,0.00002,0.00106,0.01289,0.00102,0.00583,0.02380
test_14.wav,1.43458,1.04687,0.03125,0.87560,10.65178,0.92189,4.15777,19.11974,840.00000,0.00171,0.00125,0.00004,0.00104,0.01268,0.00110,0.00495,0.02276
test_15.wav,1.53472,1.15626,0.01562,0.93751,11.41350,0.95314,4.37549,20.38625,900.00000,0.00171,0.00128,0.00002,0.00104,0.01268,0.00106,0.00486,0.02265
test_16.wav,1.65694,1.21900,0.01563,1.01566,12.28264,1.07814,5.34469,22.61269,960.00000,0.00173,0.00127,0.00002,0.00106,0.01279,0.00112,0.00557,0.02355
test_17.wav,1.76499,1.29687,0.03124,1.07871,13.07539,1.15656,5.22348,23.62724,1020.00000,0.00173,0.00127,0.00003,0.00106,0.01282,0.00113,0.00512,0.02316
test_18.wav,1.55749,1.35951,0.03125,1.14135,13.86211,1.26564,4.54801,23.76536,1080.00000,0.00144,0.00126,0.00003,0.00106,0.01284,0.00117,0.00421,0.02200
test_19.wav,1.65631,1.45312,0.03125,1.21904,14.60584,1.34379,3.48496,23.79431,1140.00000,0.00145,0.00127,0.00003,0.00107,0.01281,0.00118,0.00306,0.02087
test_2.wav,0.16173,0.17187,0.00000,0.48438,1.61033,0.10937,0.43751,2.97520,120.00000,0.00135,0.00143,0.00000,0.00404,0.01342,0.00091,0.00365,0.02479
test_20.wav,1.71912,1.51613,0.03125,1.28127,15.36800,1.43752,3.86046,25.21374,1200.00000,0.00143,0.00126,0.00003,0.00107,0.01281,0.00120,0.00322,0.02101
test_21.wav,1.81138,1.60968,0.04688,1.35939,15.99102,1.62529,5.64168,28.08532,1260.00000,0.00144,0.00128,0.00004,0.00108,0.01269,0.00129,0.00448,0.02229
test_22.wav,1.90271,1.67199,0.03125,1.40629,17.02904,1.62531,5.39149,29.05808,1320.00000,0.00144,0.00127,0.00002,0.00107,0.01290,0.00123,0.00408,0.02201
test_23.wav,1.97078,1.76583,0.04688,1.48439,17.48329,1.75027,7.46997,31.97141,1380.00000,0.00143,0.00128,0.00003,0.00108,0.01267,0.00127,0.00541,0.02317
