test_24.wav,2.08453,1.84389,0.06250,1.54704,18.71148,1.90644,6.62691,32.78280,1440.00000,0.00145,0.00128,0.00004,0.00107,0.01299,0.00132,0.00460,0.02277
test_25.wav,2.17516,1.90708,0.04687,1.61044,19.49922,1.98496,7.47172,34.69546,1500.00000,0.00145,0.00127,0.00003,0.00107,0.01300,0.00132,0.00498,0.02313
test_26.wav,2.26357,2.00114,0.04688,1.71956,20.36988,2.14114,8.86148,37.40365,1560.00000,0.00145,0.00128,0.00003,0.00110,0.01306,0.00137,0.00568,0.02398
test_27.wav,2.32142,2.09440,0.04687,1.78169,20.94092,2.46972,6.68957,36.34461,1620.00000,0.00143,0.00129,0.00003,0.00110,0.01293,0.00152,0.00413,0.02243
test_28.wav,2.44169,2.18147,0.06250,1.84426,21.95949,2.53128,5.62676,36.64745,1680.00000,0.00145,0.00130,0.00004,0.00110,0.01307,0.00151,0.00335,0.02181
test_29.wav,2.52471,2.20362,0.06250,1.90627,22.81360,2.62588,6.25207,38.38865,1740.00000,0.00145,0.00127,0.00004,0.00110,0.01311,0.00151,0.00359,0.02206
test_3.wav,0.26101,0.25000,0.00000,0.46878,2.39220,0.17187,0.64147,4.18533,180.00000,0.00145,0.00139,0.00000,0.00260,0.01329,0.00095,0.00356,0.02325
test_30.wav,2.62606,2.28294,0.04687,2.00058,23.62072,2.67337,7.45470,40.70524,1800.00000,0.00146,0.00127,0.00003,0.00111,0.01312,0.00149,0.00414,0.02261
test_31.wav,2.70209,2.39164,0.04688,2.07879,24.23422,2.89155,7.04871,41.39388,1860.00000,0.00145,0.00129,0.00003,0.00112,0.01303,0.00155,0.00379,0.02225
test_32.wav,2.84526,2.48535,0.06250,2.17190,25.17286,3.06334,9.33042,45.13162,1920.00000,0.00148,0.00129,0.00003,0.00113,0.01311,0.00160,0.00486,0.02351
test_33.wav,2.89409,2.57816,0.06250,2.21997,25.95224,3.26697,8.72362,45.69755,1980.00000,0.00146,0.00130,0.00003,0.00112,0.01311,0.00165,0.00441,0.02308
test_34.wav,2.96477,2.60976,0.06251,2.28210,26.80407,3.37603,9.34709,47.44632,2040.00000,0.00145,0.00128,0.00003,0.00112,0.01314,0.00165,0.00458,0.02326
test_35.wav,3.05984,2.70364,0.07813,2.39134,27.53482,3.56318,12.59955,51.93050,2100.00000,0.00146,0.00129,0.00004,0.00114,0.01311,0.00170,0.00600,0.02473
test_36.wav,3.13364,2.84453,0.06250,2.46918,28.11563,3.75150,9.28271,49.65970,2160.00000,0.00145,0.00132,0.00003,0.00114,0.01302,0.00174,0.00430,0.02299
test_37.wav,3.24152,2.89089,0.07813,2.50058,28.92658,4.17246,12.87629,54.68644,2220.00000,0.00146,0.00130,0.00004,0.00113,0.01303,0.00188,0.00580,0.02463
test_38.wav,3.32622,3.00591,0.06250,2.57870,29.72004,4.18821,11.90899,54.79057,2280.00000,0.00146,0.00132,0.00003,0.00113,0.01304,0.00184,0.00522,0.02403
test_39.wav,3.35286,2.95366,0.07812,2.64091,30.15576,4.39103,11.67515,55.24749,2340.00000,0.00143,0.00126,0.00003,0.00113,0.01289,0.00188,0.00499,0.02361
test_4.wav,0.35659,0.29688,0.01563,0.43750,3.15767,0.21878,0.84376,5.32680,240.00000,0.00149,0.00124,0.00007,0.00182,0.01316,0.00091,0.00352,0.02220
test_40.wav,3.45236,3.06265,0.09375,2.70364,30.90611,4.70382,12.50208,57.42441,2400.00000,0.00144,0.00128,0.00004,0.00113,0.01288,0.00196,0.00521,0.02393
test_41.wav,3.55322,3.29752,0.07813,2.78142,31.79159,4.93855,11.34509,57.78552,2460.00000,0.00144,0.00134,0.00003,0.00113,0.01292,0.00201,0.00461,0.02349
test_42.wav,3.61084,3.29791,0.07812,2.87549,32.41002,5.20454,14.70624,62.18317,2520.00000,0.00143,0.00131,0.00003,0.00114,0.01286,0.00207,0.00584,0.02468
test_43.wav,3.74940,3.29734,0.09375,2.95393,33.41277,5.64239,11.22110,60.37066,2580.00000,0.00145,0.00128,0.00004,0.00114,0.01295,0.00219,0.00435,0.02340
test_44.wav,3.87563,3.37616,0.07812,3.07858,34.73089,5.93887,15.63047,66.70871,2640.00000,0.00147,0.00128,0.00003,0.00117,0.01316,0.00225,0.00592,0.02527
test_45.wav,4.52855,3.45372,0.09377,3.09458,33.96070,5.86019,15.72250,66.71400,2700.00000,0.00168,0.00128,0.00003,0.00115,0.01258,0.00217,0.00582,0.02471
test_46.wav,4.07271,3.56586,0.07813,3.26598,36.44163,7.03206,14.56589,69.02227,2760.00000,0.00148,0.00129,0.00003,0.00118,0.01320,0.00255,0.00528,0.02501
test_47.wav,4.10294,3.89083,0.10938,3.56282,38.25150,7.04784,14.30026,71.26555,2820.00000,0.00145,0.00138,0.00004,0.00126,0.01356,0.00250,0.00507,0.02527
test_48.wav,4.19990,3.70364,0.09375,3.42214,37.02823,6.71942,14.70539,69.87247,2880.00000,0.00146,0.00129,0.00003,0.00119,0.01286,0.00233,0.00511,0.02426
test_49.wav,4.12360,3.67254,0.09375,3.42213,37.42283,6.93889,13.34580,69.01954,2940.00000,0.00140,0.00125,0.00003,0.00116,0.01273,0.00236,0.00454,0.02348
test_5.wav,0.48501,0.35938,0.01563,0.45315,3.86025,0.26563,1.26562,6.70467,300.00000,0.00162,0.00120,0.00005,0.00151,0.01287,0.00089,0.00422,0.02235
test_50.wav,4.19045,3.73495,0.10938,3.75041,40.36059,7.65698,15.54865,75.35140,3000.00000,0.00140,0.00124,0.00004,0.00125,0.01345,0.00255,0.00518,0.02512
test_6.wav,0.53126,0.45313,0.01562,0.43776,4.62571,0.32912,1.31252,7.70512,360.00000,0.00148,0.00126,0.00004,0.00122,0.01285,0.00091,0.00365,0.02140
test_7.wav,0.58006,0.53124,0.01565,0.43779,5.33097,0.37500,1.12555,8.39627,420.00000,0.00138,0.00126,0.00004,0.00104,0.01269,0.00089,0.00268,0.01999
test_8.wav,0.67528,0.60936,0.01562,0.48460,6.25346,0.43751,2.09491,10.57075,480.00000,0.00141,0.00127,0.00003,0.00101,0.01303,0.00091,0.00436,0.02202
test_9.wav,0.77209,0.70313,0.01562,0.60938,7.36430,0.48483,1.96875,11.91812,540.00000,0.00143,0.00130,0.00003,0.00113,0.01364,0.00090,0.00365,0.02207
